timestamp,zone_id,people_count
first_frame_00.png,1,1
first_frame_01.png,1,1
first_frame_02.png,1,1
first_frame_03.png,1,1
first_frame_04.png,1,1
first_frame_05.png,1,1
first_frame_06.png,1,1
first_frame_07.png,1,1
first_frame_08.png,1,1
first_frame_09.png,1,1
first_frame_10.png,1,1
first_frame_11.png,1,1
first_frame_12.png,1,1
first_frame_13.png,1,1
first_frame_14.png,1,1
first_frame_15.png,1,1
first_frame_16.png,1,1
first_frame_17.png,1,1
first_frame_18.png,1,1
first_frame_19.png,1,1
first_frame_20.png,1,1
first_frame_21.png,1,1
first_frame_22.png,1,1
first_frame_23.png,1,1
first_frame_24.png,1,1
first_frame_25.png,1,1
first_frame_26.png,1,1
first_frame_27.png,1,1
first_frame_28.png,1,1
first_frame_29.png,1,1
first_frame_30.png,1,1
first_frame_31.png,1,1
first_frame_32.png,1,1
first_frame_33.png,1,1
first_frame_34.png,1,1
first_frame_35.png,1,1
first_frame_36.png,1,1
first_frame_37.png,1,1
first_frame_38.png,1,1
first_frame_39.png,1,1
first_frame_40.png,1,1
first_frame_41.png,1,1
first_frame_42.png,1,1
first_frame_43.png,1,1
first_frame_44.png,1,1
first_frame_45.png,1,1
first_frame_46.png,1,1
first_frame_47.png,1,1
first_frame_48.png,1,1
first_frame_49.png,1,1
first_frame_50.png,1,1
first_frame_51.png,1,1
first_frame_52.png,1,1
first_frame_53.png,1,1
first_frame_54.png,1,1
first_frame_55.png,1,1
first_frame_56.png,1,1
first_frame_57.png,1,1
first_frame_58.png,1,1
first_frame_59.png,1,1
first_frame_60.png,1,1
first_frame_61.png,1,1
first_frame_62.png,1,1
first_frame_63.png,1,1
second_frame_00.png,2,3
second_frame_01.png,2,3
second_frame_02.png,2,3
second_frame_03.png,2,3
second_frame_04.png,2,3
second_frame_05.png,2,3
second_frame_06.png,2,3
second_frame_07.png,2,3
second_frame_08.png,2,3
second_frame_09.png,2,3
second_frame_10.png,2,3
second_frame_11.png,2,2
second_frame_12.png,2,3
second_frame_13.png,2,2
second_frame_14.png,2,2
second_frame_15.png,2,2
second_frame_16.png,2,2
second_frame_17.png,2,2
second_frame_18.png,2,2
second_frame_19.png,2,2
second_frame_20.png,2,2
second_frame_21.png,2,2
second_frame_22.png,2,2
second_frame_23.png,2,2
second_frame_24.png,2,2
second_frame_25.png,2,2
second_frame_26.png,2,2
second_frame_27.png,2,2
second_frame_28.png,2,2
second_frame_29.png,2,2
second_frame_30.png,2,2
second_frame_31.png,2,2
second_frame_32.png,2,2
second_frame_33.png,2,2
second_frame_34.png,2,2
second_frame_35.png,2,2
second_frame_36.png,2,2
second_frame_37.png,2,2
second_frame_38.png,2,2
second_frame_39.png,2,2
second_frame_40.png,2,2
second_frame_41.png,2,2
second_frame_42.png,2,2
second_frame_43.png,2,2
second_frame_44.png,2,2
second_frame_45.png,2,2
second_frame_46.png,2,2
second_frame_47.png,2,2
second_frame_48.png,2,2
second_frame_49.png,2,2
second_frame_50.png,2,2
second_frame_51.png,2,2
second_frame_52.png,2,2
second_frame_53.png,2,2
second_frame_54.png,2,2
second_frame_55.png,2,2
second_frame_56.png,2,2
second_frame_57.png,2,2
second_frame_58.png,2,2
second_frame_59.png,2,2
second_frame_60.png,2,2
second_frame_61.png,2,2
second_frame_62.png,2,2
second_frame_63.png,2,2
second_frame_64.png,2,2
second_frame_65.png,2,2
second_frame_66.png,2,2
second_frame_67.png,2,2
second_frame_68.png,2,2
second_frame_69.png,2,1
second_frame_70.png,2,1
second_frame_71.png,2,1
second_frame_72.png,2,2
frame_000000.PNG,41_A,13
frame_000000.PNG,41_B,15
frame_000000.PNG,41_C,19
frame_000001.PNG,41_A,14
frame_000001.PNG,41_B,15
frame_000001.PNG,41_C,20
frame_000002.PNG,41_A,13
frame_000002.PNG,41_B,16
frame_000002.PNG,41_C,18
frame_000003.PNG,41_A,13
frame_000003.PNG,41_B,16
frame_000003.PNG,41_C,17
frame_000004.PNG,41_A,15
frame_000004.PNG,41_B,16
frame_000004.PNG,41_C,18
frame_000005.PNG,41_A,13
frame_000005.PNG,41_B,16
frame_000005.PNG,41_C,18
frame_000006.PNG,41_A,13
frame_000006.PNG,41_B,16
frame_000006.PNG,41_C,19
frame_000007.PNG,41_A,12
frame_000007.PNG,41_B,17
frame_000007.PNG,41_C,18
frame_000008.PNG,41_A,12
frame_000008.PNG,41_B,16
frame_000008.PNG,41_C,18
frame_000009.PNG,41_A,11
frame_000009.PNG,41_B,16
frame_000009.PNG,41_C,18
frame_000010.PNG,41_A,11
frame_000010.PNG,41_B,16
frame_000010.PNG,41_C,17
frame_000011.PNG,41_A,11
frame_000011.PNG,41_B,17
frame_000011.PNG,41_C,17
frame_000012.PNG,41_A,12
frame_000012.PNG,41_B,16
frame_000012.PNG,41_C,17
frame_000013.PNG,41_A,12
frame_000013.PNG,41_B,16
frame_000013.PNG,41_C,17
frame_000014.PNG,41_A,12
frame_000014.PNG,41_B,16
frame_000014.PNG,41_C,18
frame_000015.PNG,41_A,12
frame_000015.PNG,41_B,16
frame_000015.PNG,41_C,18
frame_000016.PNG,41_A,12
frame_000016.PNG,41_B,16
frame_000016.PNG,41_C,17
frame_000017.PNG,41_A,12
frame_000017.PNG,41_B,16
frame_000017.PNG,41_C,17
frame_000018.PNG,41_A,11
frame_000018.PNG,41_B,17
frame_000018.PNG,41_C,18
frame_000019.PNG,41_A,11
frame_000019.PNG,41_B,18
frame_000019.PNG,41_C,17
frame_000020.PNG,41_A,12
frame_000020.PNG,41_B,17
frame_000020.PNG,41_C,17
frame_000021.PNG,41_A,13
frame_000021.PNG,41_B,18
frame_000021.PNG,41_C,17
frame_000022.PNG,41_A,13
frame_000022.PNG,41_B,19
frame_000022.PNG,41_C,15
frame_000023.PNG,41_A,12
frame_000023.PNG,41_B,19
frame_000023.PNG,41_C,15
frame_000024.PNG,41_A,12
frame_000024.PNG,41_B,19
frame_000024.PNG,41_C,15
frame_000025.PNG,41_A,12
frame_000025.PNG,41_B,19
frame_000025.PNG,41_C,15
frame_000026.PNG,41_A,13
frame_000026.PNG,41_B,17
frame_000026.PNG,41_C,15
frame_000027.PNG,41_A,12
frame_000027.PNG,41_B,18
frame_000027.PNG,41_C,16
frame_000028.PNG,41_A,11
frame_000028.PNG,41_B,18
frame_000028.PNG,41_C,16
frame_000029.PNG,41_A,11
frame_000029.PNG,41_B,18
frame_000029.PNG,41_C,16
frame_000030.PNG,41_A,12
frame_000030.PNG,41_B,18
frame_000030.PNG,41_C,16
frame_000031.PNG,41_A,12
frame_000031.PNG,41_B,17
frame_000031.PNG,41_C,16
frame_000032.PNG,41_A,11
frame_000032.PNG,41_B,18
frame_000032.PNG,41_C,17
frame_000033.PNG,41_A,13
frame_000033.PNG,41_B,18
frame_000033.PNG,41_C,17
frame_000034.PNG,41_A,12
frame_000034.PNG,41_B,19
frame_000034.PNG,41_C,16
frame_000035.PNG,41_A,13
frame_000035.PNG,41_B,19
frame_000035.PNG,41_C,17
frame_000036.PNG,41_A,12
frame_000036.PNG,41_B,19
frame_000036.PNG,41_C,17
frame_000037.PNG,41_A,14
frame_000037.PNG,41_B,18
frame_000037.PNG,41_C,17
frame_000038.PNG,41_A,14
frame_000038.PNG,41_B,20
frame_000038.PNG,41_C,18
frame_000039.PNG,41_A,12
frame_000039.PNG,41_B,19
frame_000039.PNG,41_C,17
frame_000040.PNG,41_A,12
frame_000040.PNG,41_B,19
frame_000040.PNG,41_C,19
